N M h2 pval
-1 -1 0.0001 1.5521270397833575e-06
-1 -1 0.0001 0.577611729353861
-1 -1 0.0001 1.695157885284182e-06
-1 -1 0.0001 0.29233198959224294
-1 -1 0.0001 0.006182339109754742
-1 -1 0.0001 0.029166351780307243
-1 -1 0.0001 0.15942949007491225
-1 -1 0.0001 0.007440692503657309
-1 -1 0.0001 0.06177829572343285
-1 -1 0.0001 1.3420935396357692e-07
-1 -1 0.0001 0.005109625308022503
-1 -1 0.0001 0.0056608215997280276
-1 -1 0.0001 0.7010980710348081
-1 -1 0.0001 0.002174275764957212
-1 -1 0.0001 0.0018153834137317748
-1 -1 0.0001 0.01940463170320439
-1 -1 0.0001 0.5876396185414904
-1 -1 0.0001 0.23368457863041092
-1 -1 0.0001 0.030732231908558783
-1 -1 0.0001 0.3674457346683939
-1 -1 0.0001 0.0005478178893212338
-1 -1 0.0001 5.223932397768749e-12
-1 -1 0.0001 0.012472726684403912
-1 -1 0.0001 0.08988197939527898
-1 -1 0.0001 0.0443665093573552
-1 -1 0.0001 0.013964733962678055
-1 -1 0.0001 0.1501955365883202
-1 -1 0.0001 0.00026172109107813757
-1 -1 0.0001 0.022581956705469364
-1 -1 0.0001 0.37096353480688726
-1 -1 0.0001 0.1819285160540569
-1 -1 0.0001 0.00017513309098626806
-1 -1 0.0001 0.00020465421720061716
-1 -1 0.0001 0.0011288560790627677
-1 -1 0.0001 0.30314058925499754
-1 -1 0.0001 0.0019157207302675783
-1 -1 0.0001 0.31319406914843584
-1 -1 0.0001 0.0010598387222509054
-1 -1 0.0001 0.011597061049239632
-1 -1 0.0001 0.11765268945038776
-1 -1 0.0001 0.07922019403096714
-1 -1 0.0001 0.6281464805354826
-1 -1 0.0001 0.64569435621874
-1 -1 0.0001 0.12444591787936132
-1 -1 0.0001 0.011820985671891271
-1 -1 0.0001 0.10280348557256791
-1 -1 0.0001 0.0009286861229612642
-1 -1 0.0001 0.04177032286307403
-1 -1 0.0001 0.008280885168984065
-1 -1 0.0001 0.002137741336103449
-1 -1 0.0001 0.3406448955394752
-1 -1 0.0001 1.430861524442939e-05
-1 -1 0.0001 0.00022379635957192612
-1 -1 0.0001 4.037810807422382e-05
-1 -1 0.0001 0.07424942729076822
-1 -1 0.0001 0.28616531104850207
-1 -1 0.0001 0.08693328087446694
-1 -1 0.0001 0.0020183676179910126
-1 -1 0.0001 0.0316547434419715
-1 -1 0.0001 0.09229423992123686
-1 -1 0.0001 0.1334029158407566
-1 -1 0.0001 0.07390600637134581
-1 -1 0.0001 0.004025678022784085
-1 -1 0.0001 0.23025681558728395
-1 -1 0.0001 0.010790734489605547
-1 -1 0.0001 0.006576130304598138
-1 -1 0.0001 0.0002446642009925615
-1 -1 0.0001 0.1307483583371868
-1 -1 0.0001 8.744450176267904e-05
-1 -1 0.0001 0.11269709832058394
-1 -1 0.0001 0.11019716149381598
-1 -1 0.0001 0.09632004622028623
-1 -1 0.0001 0.039701677760030085
-1 -1 0.0001 0.06169511782088377
-1 -1 0.0001 0.0015447887981907549
-1 -1 0.0001 0.04087522455351311
-1 -1 0.0001 0.01192617773472171
-1 -1 0.0001 0.4784516751155379
-1 -1 0.0001 0.055303123398900644
-1 -1 0.0001 5.533527969170393e-09
-1 -1 0.0001 0.32833236856082193
-1 -1 0.0001 0.016983967953527523
-1 -1 0.0001 0.005864687286524117
-1 -1 0.0001 0.11453761759556425
-1 -1 0.0001 0.9326065777786278
-1 -1 0.0001 0.4637020779711939
-1 -1 0.0001 0.05432967706338565
-1 -1 0.0001 2.145124078367644e-10
-1 -1 0.0001 0.0014660166129016883
-1 -1 0.0001 0.08547705882077894
-1 -1 0.0001 0.01289061498738775
-1 -1 0.0001 0.8294215759623157
-1 -1 0.0001 0.2602613287986685
-1 -1 0.0001 0.15980568410252172
