N,M,h2,h2_est,h2_diff
-1,-1,0.001,0.0005958056806474454,0.0004041943193525546
-1,-1,0.001,0.0010297206252518104,-2.9720625251810403e-05
-1,-1,0.001,0.0012437558947551702,-0.00024375589475517014
-1,-1,0.001,0.0013411644302060977,-0.00034116443020609766
-1,-1,0.001,0.0009229611758319216,7.703882416807838e-05
-1,-1,0.001,0.00047841068287263465,0.0005215893171273654
-1,-1,0.001,0.0008268996258610788,0.00017310037413892127
-1,-1,0.001,0.001007022290763011,-7.022290763011082e-06
-1,-1,0.001,0.002052535041112156,-0.001052535041112156
-1,-1,0.001,0.0007739337878639022,0.00022606621213609778
-1,-1,0.001,0.0010113069056195507,-1.1306905619550695e-05
-1,-1,0.001,0.0002329246722338485,0.0007670753277661516
-1,-1,0.001,0.0004953502484529147,0.0005046497515470853
-1,-1,0.001,0.00036333840803735667,0.0006366615919626434
-1,-1,0.001,0.0009222698526430999,7.773014735690015e-05
-1,-1,0.001,0.000769019435318072,0.00023098056468192805
-1,-1,0.001,0.0008308334712447977,0.00016916652875520227
-1,-1,0.001,0.0007259432553422801,0.0002740567446577199
-1,-1,0.001,0.0010801630825559027,-8.016308255590272e-05
-1,-1,0.001,0.001434236301084473,-0.00043423630108447306
-1,-1,0.001,0.001160347185372716,-0.000160347185372716
-1,-1,0.001,0.0014517068721860349,-0.00045170687218603484
-1,-1,0.001,0.0013608962035491137,-0.00036089620354911364
-1,-1,0.001,0.0007793174221218523,0.00022068257787814772
-1,-1,0.001,0.0011023726354752051,-0.0001023726354752051
-1,-1,0.001,0.001281585356983874,-0.0002815853569838739
-1,-1,0.001,0.0005214828766342745,0.00047851712336572554
-1,-1,0.001,0.001592569802760171,-0.0005925698027601709
-1,-1,0.001,0.0009105961973620525,8.940380263794748e-05
-1,-1,0.001,0.0010881500325428308,-8.815003254283079e-05
-1,-1,0.001,0.001422913247065952,-0.0004229132470659519
-1,-1,0.001,0.0008219571484220037,0.00017804285157799627
-1,-1,0.001,0.0008695302727228891,0.00013046972727711096
-1,-1,0.001,0.0006043892753637713,0.00039561072463622875
-1,-1,0.001,0.0010268315744213165,-2.683157442131645e-05
-1,-1,0.001,0.0012038060522903847,-0.00020380605229038465
-1,-1,0.001,0.0008177588302498614,0.00018224116975013862
-1,-1,0.001,0.000992478239012348,7.521760987651933e-06
-1,-1,0.001,0.0008934177180779641,0.00010658228192203588
-1,-1,0.001,0.0008129724765936007,0.00018702752340639937
-1,-1,0.001,0.00119833276429064,-0.00019833276429063996
-1,-1,0.001,0.000869475976029863,0.000130524023970137
-1,-1,0.001,0.0009707212629583187,2.9278737041681362e-05
-1,-1,0.001,0.0015002457181142322,-0.0005002457181142322
-1,-1,0.001,0.0012906568676441725,-0.00029065686764417247
-1,-1,0.001,0.0013169421140866654,-0.0003169421140866654
-1,-1,0.001,0.00077616031960675,0.00022383968039324997
-1,-1,0.001,0.000990064411482058,9.93558851794204e-06
-1,-1,0.001,0.0005075031541582589,0.0004924968458417411
-1,-1,0.001,0.0012317799532261535,-0.0002317799532261535
-1,-1,0.001,0.0011465936776316906,-0.00014659367763169054
-1,-1,0.001,0.0015825642288692194,-0.0005825642288692194
-1,-1,0.001,0.0011132308109080044,-0.00011323081090800434
-1,-1,0.001,0.001186941858037019,-0.00018694185803701897
-1,-1,0.001,0.0004531314789097304,0.0005468685210902696
-1,-1,0.001,0.0006586726465031669,0.00034132735349683314
-1,-1,0.001,0.000976984313460609,2.301568653939102e-05
-1,-1,0.001,0.0011417365469241015,-0.00014173654692410144
-1,-1,0.001,0.0016095536886868633,-0.0006095536886868633
-1,-1,0.001,0.0017798628846821556,-0.0007798628846821555
-1,-1,0.001,0.0010067079622189654,-6.7079622189654235e-06
-1,-1,0.001,0.0007511715873079176,0.0002488284126920824
-1,-1,0.001,0.000912987467221052,8.701253277894805e-05
-1,-1,0.001,0.0009397091448543459,6.029085514565411e-05
-1,-1,0.001,0.000907417568535038,9.258243146496197e-05
-1,-1,0.001,0.0006105360461528031,0.0003894639538471969
-1,-1,0.001,0.0016786882421205825,-0.0006786882421205825
-1,-1,0.001,0.0012759978071626942,-0.00027599780716269415
-1,-1,0.001,0.0010539823884863815,-5.3982388486381464e-05
-1,-1,0.001,0.0007909871780122574,0.00020901282198774259
-1,-1,0.001,0.0006635036362154446,0.00033649636378455547
-1,-1,0.001,0.0008655214535135062,0.0001344785464864938
-1,-1,0.001,0.0016060422867011901,-0.0006060422867011901
-1,-1,0.001,0.001266871030339748,-0.000266871030339748
-1,-1,0.001,0.0006533052900075389,0.00034669470999246113
-1,-1,0.001,0.0016830931610375037,-0.0006830931610375037
-1,-1,0.001,0.0012980088377477744,-0.00029800883774777436
-1,-1,0.001,0.000797684021197449,0.00020231597880255106
-1,-1,0.001,0.001088965562134173,-8.896556213417307e-05
-1,-1,0.001,0.001064763222866326,-6.476322286632589e-05
-1,-1,0.001,0.0006839100573908533,0.00031608994260914674
-1,-1,0.001,0.00104735702630149,-4.735702630148989e-05
-1,-1,0.001,0.0008960436359635268,0.00010395636403647327
-1,-1,0.001,0.0017580112887081775,-0.0007580112887081774
-1,-1,0.001,0.0008347860156457835,0.0001652139843542165
-1,-1,0.001,0.001471776123508897,-0.00047177612350889704
-1,-1,0.001,0.0010534560840412945,-5.345608404129444e-05
-1,-1,0.001,0.001692571167724687,-0.0006925711677246869
-1,-1,0.001,0.00100325681049322,-3.2568104932199395e-06
-1,-1,0.001,0.0008077599893900094,0.00019224001060999063
-1,-1,0.001,0.0014082475217008666,-0.00040824752170086657
-1,-1,0.001,0.0013505727926874463,-0.00035057279268744623
-1,-1,0.001,0.0009601719900465619,3.982800995343814e-05
-1,-1,0.001,0.00053211163348631,0.00046788836651369
-1,-1,0.001,0.000906511426697328,9.348857330267202e-05
-1,-1,0.001,0.0012219770192727804,-0.00022197701927278036
