N,M,h2,h2_est
-1,50,0.01,0.009186307108290126
-1,50,0.01,0.010337100149023074
-1,50,0.01,0.010384522341956514
-1,50,0.01,0.011143559028028873
-1,50,0.01,0.009205668872518384
-1,50,0.01,0.009449373817169949
-1,50,0.01,0.011033902205074013
-1,50,0.01,0.011154583796759578
-1,50,0.01,0.011352077589662462
-1,50,0.01,0.009894083221214833
-1,50,0.01,0.010040247727689376
-1,50,0.01,0.009214794274986858
-1,50,0.01,0.008996009240937816
-1,50,0.01,0.010588807123894543
-1,50,0.01,0.008960418864224922
-1,50,0.01,0.011258466865451802
-1,50,0.01,0.010727863870212975
-1,50,0.01,0.008642571311721994
-1,50,0.01,0.0105098697360422
-1,50,0.01,0.01062619545971353
-1,50,0.01,0.009412589587609774
-1,50,0.01,0.010383237835067784
-1,50,0.01,0.010007376708317002
-1,50,0.01,0.010866711156686635
-1,50,0.01,0.010191701255625346
-1,50,0.01,0.00923364372985966
-1,50,0.01,0.009896532568896632
-1,50,0.01,0.01088284593036172
-1,50,0.01,0.01026001972691738
-1,50,0.01,0.010677570159670519
-1,50,0.01,0.010506620416735998
-1,50,0.01,0.010309642516824105
-1,50,0.01,0.01026700346985122
-1,50,0.01,0.009591406854876744
-1,50,0.01,0.011720512823952122
-1,50,0.01,0.010992377074097932
-1,50,0.01,0.009587845230499149
-1,50,0.01,0.008933817681602514
-1,50,0.01,0.00873895325087045
-1,50,0.01,0.010285437713494754
-1,50,0.01,0.010687478041260953
-1,50,0.01,0.00987634338967641
-1,50,0.01,0.009573019221641466
-1,50,0.01,0.010237829988378315
-1,50,0.01,0.010271450119059241
-1,50,0.01,0.010228967397213087
-1,50,0.01,0.010961165285083552
-1,100,0.01,0.010559381971541618
-1,100,0.01,0.009423668281835558
-1,100,0.01,0.009230785298404381
-1,100,0.01,0.009945645775401565
-1,100,0.01,0.009621733610313153
-1,100,0.01,0.009646182781496291
-1,100,0.01,0.009005486457856867
