N,M,h2,h2_est
10000,25,0.01,0.01318210878358369
10000,25,0.01,0.01105574787178735
10000,25,0.01,0.00982148900793261
10000,25,0.01,0.006892705709301506
10000,25,0.01,0.011666340932301816
10000,25,0.01,0.008537715011128471
10000,25,0.01,0.008563146955880107
10000,25,0.01,0.009674285571897022
10000,25,0.01,0.010657122654741827
10000,25,0.01,0.013158551957888018
10000,25,0.01,0.008377337592468214
10000,25,0.01,0.008810164183734912
10000,25,0.01,0.006544511492339282
10000,25,0.01,0.015641500331371887
10000,25,0.01,0.008757923031252201
10000,25,0.01,0.012622612202651819
10000,25,0.01,0.008148920581241408
10000,25,0.01,0.007246689217903778
10000,25,0.01,0.010716593654755836
10000,25,0.01,0.010881500461425605
10000,25,0.01,0.008965970648984252
10000,25,0.01,0.01054893920210345
10000,25,0.01,0.00879816504004202
10000,25,0.01,0.0068161228982950885
10000,25,0.01,0.011253597781875622
10000,25,0.01,0.016317540623434518
10000,25,0.01,0.007309910427308174
10000,25,0.01,0.004045384855206998
10000,25,0.01,0.011540900208674367
10000,25,0.01,0.012881473545218406
10000,25,0.01,0.009107570412171594
10000,25,0.01,0.010001186586015091
10000,25,0.01,0.01169953694787708
10000,25,0.01,0.013078446328020842
10000,25,0.01,0.006181460891611101
10000,25,0.01,0.005808398838982293
10000,25,0.01,0.004151243364554532
10000,25,0.01,0.010636713885708908
10000,25,0.01,0.00733080237348135
10000,25,0.01,0.01624646574268357
10000,25,0.01,0.0069939761623022435
10000,25,0.01,0.010110062977320358
10000,25,0.01,0.008133779831900868
10000,25,0.01,0.008622246331474124
10000,25,0.01,0.008600902803927911
10000,25,0.01,0.00987634338967641
10000,25,0.01,0.007755055833867266
10000,25,0.01,0.016019292713449484
10000,25,0.01,0.013422460003303178
10000,25,0.01,0.014664356737985712
10000,25,0.01,0.005399686849907699
10000,25,0.01,0.00736407870846169
10000,25,0.01,0.012512477683046476
10000,25,0.01,0.0071090656630155595
10000,25,0.01,0.013321861208726237
50000,25,0.01,0.014329525011906234
50000,25,0.01,0.00936840367115842
50000,25,0.01,0.007164423288641708
50000,25,0.01,0.010606501137587564
50000,25,0.01,0.011321954794994864
50000,25,0.01,0.008494968293876366
50000,25,0.01,0.008973193065470075
50000,25,0.01,0.00908953887612447
50000,25,0.01,0.00727010776870618
50000,25,0.01,0.012330009945525409
50000,25,0.01,0.009502758088664694
50000,25,0.01,0.012852894912268372
50000,25,0.01,0.009342916324808192
50000,25,0.01,0.011081745154707771
50000,25,0.01,0.01312531833710273
50000,25,0.01,0.008469737105145717
50000,25,0.01,0.010372325872346601
50000,25,0.01,0.00867153590291291
50000,25,0.01,0.00845505323847924
50000,25,0.01,0.009769354470740815
50000,25,0.01,0.008844067283751478
50000,25,0.01,0.009150537476589612
50000,25,0.01,0.01037360904347049
50000,25,0.01,0.011874986600302178
50000,25,0.01,0.012588384074640094
50000,25,0.01,0.010957777984605122
50000,25,0.01,0.009012182213981281
50000,25,0.01,0.010194854185228504
50000,25,0.01,0.010855967786776447
50000,25,0.01,0.012427814842406721
50000,25,0.01,0.008958199104294485
50000,25,0.01,0.010878137508788356
50000,25,0.01,0.007920786106814499
50000,25,0.01,0.008563146955880107
50000,25,0.01,0.009517476327753157
50000,25,0.01,0.01092328659478599
50000,25,0.01,0.01047288636050137
50000,25,0.01,0.009875121114407403
50000,25,0.01,0.013991016783297814
50000,25,0.01,0.010472238680004414
50000,25,0.01,0.009509231334575537
50000,25,0.01,0.00973133686749946
50000,25,0.01,0.008944337945607075
50000,25,0.01,0.011342962352715662
50000,25,0.01,0.010580952494154822
50000,25,0.01,0.012424746875321378
50000,25,0.01,0.013924782100269564
50000,25,0.01,0.007376424339017424
50000,25,0.01,0.008858323164493746
50000,25,0.01,0.0056216083706001835
50000,25,0.01,0.011037312774690052
50000,25,0.01,0.010641318935274166
50000,25,0.01,0.009677878992748867
50000,25,0.01,0.009820273453993809
50000,25,0.01,0.011731376992362989
50000,25,0.01,0.007481498853088598
50000,25,0.01,0.012330009945525409
50000,25,0.01,0.0076333753050279295
50000,25,0.01,0.012755722617154165
50000,25,0.01,0.01113736233085327
50000,25,0.01,0.011267514975434885
50000,25,0.01,0.011430203126470664
50000,25,0.01,0.013124508796464813
50000,25,0.01,0.00941725272772397
50000,25,0.01,0.009044054484390527
50000,25,0.01,0.009101368077613579
50000,25,0.01,0.010079459875291656
50000,25,0.01,0.010864024328818533
50000,25,0.01,0.010432159794371945
50000,25,0.01,0.00817117758993782
50000,25,0.01,0.007622966581447558
50000,25,0.01,0.008587589704714673
50000,25,0.01,0.01015142889035214
50000,25,0.01,0.01086335272451886
50000,25,0.01,0.014580606600023823
50000,25,0.01,0.010031554444174078
50000,25,0.01,0.00835452376630889
50000,25,0.01,0.009484538776001803
50000,25,0.01,0.006840282245678125
50000,25,0.01,0.00930711887947086
50000,25,0.01,0.009692265897854489
50000,25,0.01,0.010115693944260727
50000,25,0.01,0.010217583793117076
50000,25,0.01,0.012989203059891229
50000,25,0.01,0.009048536714367318
50000,25,0.01,0.008423672748782954
50000,25,0.01,0.008788359607579942
50000,25,0.01,0.008591847672338912
50000,25,0.01,0.0096653077990505
50000,25,0.01,0.012474694129318427
50000,25,0.01,0.0070650854972835984
50000,25,0.01,0.011021632781008909
50000,25,0.01,0.00993334489974345
50000,25,0.01,0.010917211034139571
50000,25,0.01,0.012834669112578181
50000,25,0.01,0.012358203308256134
50000,25,0.01,0.009077162718160475
50000,25,0.01,0.0102790773807412
50000,25,0.01,0.012250347179904557
50000,25,0.01,0.011853005528399704
291273,25,0.01,0.011316359278247225
291273,25,0.01,0.008949325512565316
291273,25,0.01,0.011750231794955365
291273,25,0.01,0.007926190342365929
291273,25,0.01,0.010061391045855494
291273,25,0.01,0.010615687323566004
291273,25,0.01,0.010594701881441073
291273,25,0.01,0.009845831393944621
291273,25,0.01,0.011152515831489051
291273,25,0.01,0.00790508546945409
291273,25,0.01,0.01137384315487181
291273,25,0.01,0.010617000278195001
291273,25,0.01,0.007663735485451861
291273,25,0.01,0.011271693450475245
291273,25,0.01,0.010763075729540498
291273,25,0.01,0.008486549628586713
291273,25,0.01,0.010841883054296227
291273,25,0.01,0.008003227150124808
291273,25,0.01,0.00794144014798591
291273,25,0.01,0.011062583409382083
291273,25,0.01,0.012127686173604059
291273,25,0.01,0.009807519127125533
291273,25,0.01,0.012262453359854646
291273,25,0.01,0.009418418870243474
291273,25,0.01,0.010741802088472393
291273,25,0.01,0.008382011661168018
291273,25,0.01,0.011909504610399338
291273,25,0.01,0.010688799779083893
291273,25,0.01,0.007815888789288584
291273,25,0.01,0.01210150654916412
291273,25,0.01,0.008386688315671116
291273,25,0.01,0.009946876692040156
291273,25,0.01,0.009772982855546817
291273,25,0.01,0.007061578776617083
291273,25,0.01,0.009865348302022894
291273,25,0.01,0.010056412185899035
291273,25,0.01,0.010326236167423003
291273,25,0.01,0.011076951643839948
291273,25,0.01,0.010218215886514547
291273,25,0.01,0.00818131433235396
291273,25,0.01,0.00962769115843471
291273,25,0.01,0.010280349135833785
291273,25,0.01,0.009501581603839368
291273,25,0.01,0.009743993096992767
291273,25,0.01,0.008320418487947455
291273,25,0.01,0.009551118386197011
291273,25,0.01,0.008803617187012391
291273,25,0.01,0.010615687323566004
291273,25,0.01,0.011204328857974873
291273,25,0.01,0.01004646178110542
291273,25,0.01,0.009125637389180472
291273,25,0.01,0.009408511216197925
291273,25,0.01,0.009799025355568803
291273,25,0.01,0.007048006549556689
291273,25,0.01,0.010500124759595584
291273,25,0.01,0.010810425539442307
291273,25,0.01,0.010864024328818533
291273,25,0.01,0.009912467967349837
291273,25,0.01,0.009634845038188818
291273,25,0.01,0.012206561144482701
291273,25,0.01,0.010100684926078182
291273,25,0.01,0.009211371199334508
291273,25,0.01,0.009825744619964622
291273,25,0.01,0.010047705048545064
291273,25,0.01,0.010650534951989981
291273,25,0.01,0.00923650303821316
291273,25,0.01,0.010690121678601987
291273,25,0.01,0.011836911629485395
291273,25,0.01,0.008801981191407883
291273,25,0.01,0.009481016455587736
291273,25,0.01,0.007193824532215641
291273,25,0.01,0.010273991917101643
291273,25,0.01,0.011408330952532793
291273,25,0.01,0.010029692567286029
291273,25,0.01,0.009692865811605668
291273,25,0.01,0.008552011252074197
291273,25,0.01,0.010472238680004414
291273,25,0.01,0.008518690206120961
291273,25,0.01,0.009128463560228199
291273,25,0.01,0.010917885931365478
291273,25,0.01,0.009387564366764477
291273,25,0.01,0.008704910221368994
291273,25,0.01,0.009774192613634965
291273,25,0.01,0.008589186197374504
291273,25,0.01,0.013840930351160435
291273,25,0.01,0.011512415737680063
291273,25,0.01,0.010111314035129304
291273,25,0.01,0.01328494317112824
291273,25,0.01,0.008947662684091607
291273,25,0.01,0.011241781530120919
291273,25,0.01,0.010053923670530077
291273,25,0.01,0.00891336602982025
291273,25,0.01,0.01130098569926708
291273,25,0.01,0.009809947257599639
291273,25,0.01,0.01093882822319883
291273,25,0.01,0.009403270167631638
291273,25,0.01,0.010275898674120248
291273,25,0.01,0.009536938978481978
291273,25,0.01,0.010537203299040909
291273,25,0.01,0.011312164434794048
